home_team,home_team_state,away_team,away_team_state,home_goal,away_goal,season,round,result
Atletico-GO,GO,Avai-SC,SC,3,1,2017,7,1
Vitoria-BA,BA,Botafogo-RJ,RJ,2,2,2017,7,0
Sport-PE,PE,Sao Paulo-SP,SP,0,0,2017,7,0
Flamengo-RJ,RJ,Ponte Preta-SP,SP,2,0,2017,7,1
Corinthians-SP,SP,Cruzeiro-MG,MG,1,0,2017,7,1
Santos-SP,SP,Palmeiras-SP,SP,1,0,2017,7,1
Chapecoense-SC,SC,Vasco da Gama-RJ,RJ,2,1,2017,7,1
Coritiba-PR,PR,Bahia-BA,BA,0,0,2017,7,0
Fluminense-RJ,RJ,Gremio-RS,RS,0,2,2017,7,0
Atletico-GO,GO,Atletico-PR,PR,0,1,2017,8,0
Vasco da Gama-RJ,RJ,Avai-SC,SC,1,0,2017,8,1
Santos-SP,SP,Ponte Preta-SP,SP,0,0,2017,8,0
Coritiba-PR,PR,Corinthians-SP,SP,0,0,2017,8,0
Sao Paulo-SP,SP,Atletico-MG,MG,1,2,2017,8,0
Bahia-BA,BA,Palmeiras-SP,SP,2,4,2017,8,0
Fluminense-RJ,RJ,Flamengo-RJ,RJ,2,2,2017,8,0
Chapecoense-SC,SC,Botafogo-RJ,RJ,0,2,2017,8,0
Sport-PE,PE,Vitoria-BA,BA,1,3,2017,8,0
Cruzeiro-MG,MG,Gremio-RS,RS,3,3,2017,8,0
Vitoria-BA,BA,Santos-SP,SP,0,2,2017,9,0
Botafogo-RJ,RJ,Vasco da Gama-RJ,RJ,3,1,2017,9,1
Palmeiras-SP,SP,Atletico-GO,GO,1,0,2017,9,1
Avai-SC,SC,Fluminense-RJ,RJ,0,3,2017,9,0
Atletico-MG,MG,Sport-PE,PE,2,2,2017,9,0
Atletico-PR,PR,Sao Paulo-SP,SP,1,0,2017,9,1
Ponte Preta-SP,SP,Cruzeiro-MG,MG,1,0,2017,9,1
Corinthians-SP,SP,Bahia-BA,BA,3,0,2017,9,1
Gremio-RS,RS,Coritiba-PR,PR,2,0,2017,9,1
Flamengo-RJ,RJ,Chapecoense-SC,SC,5,1,2017,9,1
Santos-SP,SP,Sport-PE,PE,0,1,2017,10,0
Vasco da Gama-RJ,RJ,Atletico-GO,GO,1,0,2017,10,1
Ponte Preta-SP,SP,Palmeiras-SP,SP,1,2,2017,10,0
Gremio-RS,RS,Corinthians-SP,SP,0,1,2017,10,0
Atletico-PR,PR,Vitoria-BA,BA,4,1,2017,10,1
Cruzeiro-MG,MG,Coritiba-PR,PR,2,0,2017,10,1
Sao Paulo-SP,SP,Fluminense-RJ,RJ,1,1,2017,10,0
Bahia-BA,BA,Flamengo-RJ,RJ,0,1,2017,10,0
Chapecoense-SC,SC,Atletico-MG,MG,0,1,2017,10,0
Botafogo-RJ,RJ,Avai-SC,SC,0,2,2017,10,0
Palmeiras-SP,SP,Gremio-RS,RS,1,0,2017,11,1
Atletico-GO,GO,Santos-SP,SP,1,1,2017,11,0
Flamengo-RJ,RJ,Sao Paulo-SP,SP,2,0,2017,11,1
Corinthians-SP,SP,Botafogo-RJ,RJ,1,0,2017,11,1
Atletico-MG,MG,Cruzeiro-MG,MG,3,1,2017,11,1
Sport-PE,PE,Atletico-PR,PR,1,0,2017,11,1
Vitoria-BA,BA,Bahia-BA,BA,0,0,2017,11,0
Coritiba-PR,PR,Vasco da Gama-RJ,RJ,2,2,2017,11,0
Avai-SC,SC,Ponte Preta-SP,SP,0,0,2017,11,0
Fluminense-RJ,RJ,Chapecoense-SC,SC,3,3,2017,11,0
Atletico-GO,GO,Vitoria-BA,BA,1,2,2017,12,0
Vasco da Gama-RJ,RJ,Flamengo-RJ,RJ,0,1,2017,12,0
Corinthians-SP,SP,Ponte Preta-SP,SP,2,0,2017,12,1
Chapecoense-SC,SC,Atletico-PR,PR,1,1,2017,12,0
Cruzeiro-MG,MG,Palmeiras-SP,SP,3,1,2017,12,1
Gremio-RS,RS,Avai-SC,SC,0,2,2017,12,0
Bahia-BA,BA,Fluminense-RJ,RJ,1,1,2017,12,0
Santos-SP,SP,Sao Paulo-SP,SP,3,2,2017,12,1
Botafogo-RJ,RJ,Atletico-MG,MG,1,1,2017,12,0
Coritiba-PR,PR,Sport-PE,PE,0,3,2017,12,0
Ponte Preta-SP,SP,Bahia-BA,BA,0,3,2017,13,0
Atletico-MG,MG,Santos-SP,SP,0,1,2017,13,0
Fluminense-RJ,RJ,Botafogo-RJ,RJ,0,1,2017,13,0
Palmeiras-SP,SP,Corinthians-SP,SP,0,2,2017,13,0
Vitoria-BA,BA,Vasco da Gama-RJ,RJ,1,4,2017,13,0
Atletico-PR,PR,Cruzeiro-MG,MG,0,2,2017,13,0
Sport-PE,PE,Chapecoense-SC,SC,3,0,2017,13,1
Sao Paulo-SP,SP,Atletico-GO,GO,2,2,2017,13,0
Flamengo-RJ,RJ,Gremio-RS,RS,0,1,2017,13,0
Avai-SC,SC,Coritiba-PR,PR,1,4,2017,13,0
Corinthians-SP,SP,Atletico-PR,PR,2,2,2017,14,0
Palmeiras-SP,SP,Vitoria-BA,BA,4,2,2017,14,1
Vasco da Gama-RJ,RJ,Santos-SP,SP,0,0,2017,14,0
Cruzeiro-MG,MG,Flamengo-RJ,RJ,1,1,2017,14,0
Gremio-RS,RS,Ponte Preta-SP,SP,3,1,2017,14,1
Atletico-GO,GO,Atletico-MG,MG,1,2,2017,14,0
Chapecoense-SC,SC,Sao Paulo-SP,SP,2,0,2017,14,1
Coritiba-PR,PR,Fluminense-RJ,RJ,1,2,2017,14,0
Bahia-BA,BA,Avai-SC,SC,1,1,2017,14,0
Botafogo-RJ,RJ,Sport-PE,PE,2,1,2017,14,1
Vitoria-BA,BA,Gremio-RS,RS,1,3,2017,15,0
Santos-SP,SP,Chapecoense-SC,SC,1,0,2017,15,1
Ponte Preta-SP,SP,Coritiba-PR,PR,4,0,2017,15,1
Avai-SC,SC,Corinthians-SP,SP,0,0,2017,15,0
Flamengo-RJ,RJ,Palmeiras-SP,SP,2,2,2017,15,0
Atletico-MG,MG,Bahia-BA,BA,0,2,2017,15,0
Sao Paulo-SP,SP,Vasco da Gama-RJ,RJ,1,0,2017,15,1
Fluminense-RJ,RJ,Cruzeiro-MG,MG,1,1,2017,15,0
Sport-PE,PE,Atletico-GO,GO,4,0,2017,15,1
Atletico-PR,PR,Botafogo-RJ,RJ,0,0,2017,15,0
Vitoria-BA,BA,Chapecoense-SC,SC,1,2,2017,16,0
Flamengo-RJ,RJ,Coritiba-PR,PR,2,1,2017,16,1
Santos-SP,SP,Bahia-BA,BA,3,0,2017,16,1
Avai-SC,SC,Cruzeiro-MG,MG,1,0,2017,16,1
Fluminense-RJ,RJ,Corinthians-SP,SP,0,1,2017,16,0
Sport-PE,PE,Palmeiras-SP,SP,0,2,2017,16,0
Atletico-MG,MG,Vasco da Gama-RJ,RJ,1,2,2017,16,0
Atletico-PR,PR,Ponte Preta-SP,SP,0,2,2017,16,0
Atletico-GO,GO,Botafogo-RJ,RJ,1,1,2017,16,0
Sao Paulo-SP,SP,Gremio-RS,RS,1,1,2017,16,0
Botafogo-RJ,RJ,Sao Paulo-SP,SP,3,4,2017,17,0
Palmeiras-SP,SP,Avai-SC,SC,2,0,2017,17,1
Chapecoense-SC,SC,Atletico-GO,GO,1,2,2017,17,0
Coritiba-PR,PR,Atletico-MG,MG,0,2,2017,17,0
Bahia-BA,BA,Sport-PE,PE,1,3,2017,17,0
Corinthians-SP,SP,Flamengo-RJ,RJ,1,1,2017,17,0
Cruzeiro-MG,MG,Vitoria-BA,BA,0,0,2017,17,0
Gremio-RS,RS,Santos-SP,SP,1,1,2017,17,0
Vasco da Gama-RJ,RJ,Atletico-PR,PR,0,1,2017,17,0
Ponte Preta-SP,SP,Fluminense-RJ,RJ,0,0,2017,17,0
Sport-PE,PE,Fluminense-RJ,RJ,2,2,2017,18,0
Chapecoense-SC,SC,Bahia-BA,BA,1,1,2017,18,0
Atletico-MG,MG,Corinthians-SP,SP,0,2,2017,18,0
Vitoria-BA,BA,Ponte Preta-SP,SP,3,1,2017,18,1
Botafogo-RJ,RJ,Palmeiras-SP,SP,1,2,2017,18,0
Santos-SP,SP,Flamengo-RJ,RJ,3,2,2017,18,1
Atletico-GO,GO,Gremio-RS,RS,0,1,2017,18,0
Atletico-PR,PR,Avai-SC,SC,5,0,2017,18,1
Sao Paulo-SP,SP,Coritiba-PR,PR,1,2,2017,18,0
Vasco da Gama-RJ,RJ,Cruzeiro-MG,MG,0,3,2017,18,0
Corinthians-SP,SP,Sport-PE,PE,3,1,2017,19,1
Fluminense-RJ,RJ,Atletico-GO,GO,3,1,2017,19,1
Flamengo-RJ,RJ,Vitoria-BA,BA,0,2,2017,19,0
Palmeiras-SP,SP,Atletico-PR,PR,0,1,2017,19,0
Cruzeiro-MG,MG,Botafogo-RJ,RJ,0,0,2017,19,0
Coritiba-PR,PR,Chapecoense-SC,SC,2,0,2017,19,1
Gremio-RS,RS,Atletico-MG,MG,2,0,2017,19,1
Bahia-BA,BA,Sao Paulo-SP,SP,2,1,2017,19,1
Ponte Preta-SP,SP,Vasco da Gama-RJ,RJ,0,0,2017,19,0
Avai-SC,SC,Santos-SP,SP,0,0,2017,19,0
Atletico-GO,GO,Coritiba-PR,PR,1,0,2017,20,1
Vitoria-BA,BA,Avai-SC,SC,0,1,2017,20,0
Sao Paulo-SP,SP,Cruzeiro-MG,MG,3,2,2017,20,1
Vasco da Gama-RJ,RJ,Palmeiras-SP,SP,1,1,2017,20,0
Atletico-MG,MG,Flamengo-RJ,RJ,2,0,2017,20,1
Sport-PE,PE,Ponte Preta-SP,SP,0,0,2017,20,0
Atletico-PR,PR,Bahia-BA,BA,4,1,2017,20,1
Botafogo-RJ,RJ,Gremio-RS,RS,1,0,2017,20,1
Santos-SP,SP,Fluminense-RJ,RJ,0,0,2017,20,0
Chapecoense-SC,SC,Corinthians-SP,SP,0,1,2017,20,0
Corinthians-SP,SP,Vitoria-BA,BA,0,1,2017,21,0
Flamengo-RJ,RJ,Atletico-GO,GO,2,0,2017,21,1
Gremio-RS,RS,Atletico-PR,PR,0,0,2017,21,0
Ponte Preta-SP,SP,Botafogo-RJ,RJ,2,1,2017,21,1
Cruzeiro-MG,MG,Sport-PE,PE,2,0,2017,21,1
Bahia-BA,BA,Vasco da Gama-RJ,RJ,3,0,2017,21,1
Avai-SC,SC,Sao Paulo-SP,SP,1,1,2017,21,0
Palmeiras-SP,SP,Chapecoense-SC,SC,0,2,2017,21,0
Coritiba-PR,PR,Santos-SP,SP,0,0,2017,21,0
Fluminense-RJ,RJ,Atletico-MG,MG,2,1,2017,21,1
Fluminense-RJ,RJ,Vasco da Gama-RJ,RJ,0,1,2017,22,0
Corinthians-SP,SP,Atletico-GO,GO,0,1,2017,22,0
Flamengo-RJ,RJ,Atletico-PR,PR,2,0,2017,22,1
Palmeiras-SP,SP,Sao Paulo-SP,SP,4,2,2017,22,1
Bahia-BA,BA,Botafogo-RJ,RJ,1,2,2017,22,0
Ponte Preta-SP,SP,Atletico-MG,MG,1,2,2017,22,0
Cruzeiro-MG,MG,Santos-SP,SP,1,1,2017,22,0
Avai-SC,SC,Chapecoense-SC,SC,1,0,2017,22,1
Coritiba-PR,PR,Vitoria-BA,BA,0,1,2017,22,0
Gremio-RS,RS,Sport-PE,PE,5,0,2017,22,1
Atletico-MG,MG,Palmeiras-SP,SP,1,1,2017,23,0
Vasco da Gama-RJ,RJ,Gremio-RS,RS,1,0,2017,23,1
Sao Paulo-SP,SP,Ponte Preta-SP,SP,2,2,2017,23,0
Atletico-PR,PR,Coritiba-PR,PR,1,1,2017,23,0
Santos-SP,SP,Corinthians-SP,SP,2,0,2017,23,1
Sport-PE,PE,Avai-SC,SC,0,1,2017,23,0
Vitoria-BA,BA,Fluminense-RJ,RJ,2,2,2017,23,0
Botafogo-RJ,RJ,Flamengo-RJ,RJ,2,0,2017,23,1
Chapecoense-SC,SC,Cruzeiro-MG,MG,1,2,2017,23,0
Atletico-GO,GO,Bahia-BA,BA,1,1,2017,23,0
Botafogo-RJ,RJ,Santos-SP,SP,2,0,2017,24,1
Ponte Preta-SP,SP,Atletico-GO,GO,1,3,2017,24,0
Avai-SC,SC,Atletico-MG,MG,1,1,2017,24,0
Gremio-RS,RS,Chapecoense-SC,SC,0,1,2017,24,0
Flamengo-RJ,RJ,Sport-PE,PE,2,0,2017,24,1
Corinthians-SP,SP,Vasco da Gama-RJ,RJ,1,0,2017,24,1
Vitoria-BA,BA,Sao Paulo-SP,SP,1,2,2017,24,0
Atletico-PR,PR,Fluminense-RJ,RJ,3,1,2017,24,1
Cruzeiro-MG,MG,Bahia-BA,BA,1,0,2017,24,1
Palmeiras-SP,SP,Coritiba-PR,PR,1,0,2017,24,1
Flamengo-RJ,RJ,Avai-SC,SC,1,1,2017,25,0
Santos-SP,SP,Atletico-PR,PR,1,0,2017,25,1
Sao Paulo-SP,SP,Corinthians-SP,SP,1,1,2017,25,0
Chapecoense-SC,SC,Ponte Preta-SP,SP,1,0,2017,25,1
Atletico-GO,GO,Cruzeiro-MG,MG,1,2,2017,25,0
Coritiba-PR,PR,Botafogo-RJ,RJ,2,3,2017,25,0
Fluminense-RJ,RJ,Palmeiras-SP,SP,0,1,2017,25,0
Atletico-MG,MG,Vitoria-BA,BA,1,3,2017,25,0
Bahia-BA,BA,Gremio-RS,RS,1,0,2017,25,1
Sport-PE,PE,Vasco da Gama-RJ,RJ,1,1,2017,25,0
Vasco da Gama-RJ,RJ,Chapecoense-SC,SC,1,1,2017,26,0
Bahia-BA,BA,Coritiba-PR,PR,1,1,2017,26,0
Palmeiras-SP,SP,Santos-SP,SP,0,1,2017,26,0
Botafogo-RJ,RJ,Vitoria-BA,BA,2,3,2017,26,0
Sao Paulo-SP,SP,Sport-PE,PE,1,0,2017,26,1
Cruzeiro-MG,MG,Corinthians-SP,SP,1,1,2017,26,0
Avai-SC,SC,Atletico-GO,GO,0,2,2017,26,0
Gremio-RS,RS,Fluminense-RJ,RJ,1,0,2017,26,1
Atletico-PR,PR,Atletico-MG,MG,0,2,2017,26,0
Ponte Preta-SP,SP,Flamengo-RJ,RJ,1,0,2017,26,1
Botafogo-RJ,RJ,Chapecoense-SC,SC,2,1,2017,27,1
Atletico-PR,PR,Atletico-GO,GO,2,2,2017,27,0
Corinthians-SP,SP,Coritiba-PR,PR,3,1,2017,27,1
Atletico-MG,MG,Sao Paulo-SP,SP,1,0,2017,27,1
Gremio-RS,RS,Cruzeiro-MG,MG,0,1,2017,27,0
Avai-SC,SC,Vasco da Gama-RJ,RJ,1,2,2017,27,0
Flamengo-RJ,RJ,Fluminense-RJ,RJ,1,1,2017,27,0
Vitoria-BA,BA,Sport-PE,PE,1,2,2017,27,0
Ponte Preta-SP,SP,Santos-SP,SP,1,1,2017,27,0
Palmeiras-SP,SP,Bahia-BA,BA,2,2,2017,27,0
Cruzeiro-MG,MG,Ponte Preta-SP,SP,2,1,2017,28,1
Vasco da Gama-RJ,RJ,Botafogo-RJ,RJ,1,0,2017,28,1
Sao Paulo-SP,SP,Atletico-PR,PR,2,1,2017,28,1
Fluminense-RJ,RJ,Avai-SC,SC,1,0,2017,28,1
Sport-PE,PE,Atletico-MG,MG,1,1,2017,28,0
Atletico-GO,GO,Palmeiras-SP,SP,1,3,2017,28,0
Chapecoense-SC,SC,Flamengo-RJ,RJ,0,1,2017,28,0
Coritiba-PR,PR,Gremio-RS,RS,0,1,2017,28,0
Bahia-BA,BA,Corinthians-SP,SP,2,0,2017,28,1
Santos-SP,SP,Vitoria-BA,BA,2,2,2017,28,0
Atletico-GO,GO,Vasco da Gama-RJ,RJ,0,1,2017,29,0
Coritiba-PR,PR,Cruzeiro-MG,MG,1,0,2017,29,1
Atletico-MG,MG,Chapecoense-SC,SC,2,3,2017,29,0
Avai-SC,SC,Botafogo-RJ,RJ,1,1,2017,29,0
Fluminense-RJ,RJ,Sao Paulo-SP,SP,3,1,2017,29,1
Corinthians-SP,SP,Gremio-RS,RS,0,0,2017,29,0
Palmeiras-SP,SP,Ponte Preta-SP,SP,2,0,2017,29,1
Vitoria-BA,BA,Atletico-PR,PR,2,3,2017,29,0
Flamengo-RJ,RJ,Bahia-BA,BA,4,1,2017,29,1
Sport-PE,PE,Santos-SP,SP,1,1,2017,29,0
Vasco da Gama-RJ,RJ,Coritiba-PR,PR,1,1,2017,30,0
Atletico-PR,PR,Sport-PE,PE,2,1,2017,30,1
Sao Paulo-SP,SP,Flamengo-RJ,RJ,2,0,2017,30,1
Cruzeiro-MG,MG,Atletico-MG,MG,1,3,2017,30,0
Gremio-RS,RS,Palmeiras-SP,SP,1,3,2017,30,0
Bahia-BA,BA,Vitoria-BA,BA,2,1,2017,30,1
Santos-SP,SP,Atletico-GO,GO,1,0,2017,30,1
Ponte Preta-SP,SP,Avai-SC,SC,1,2,2017,30,0
Chapecoense-SC,SC,Fluminense-RJ,RJ,2,0,2017,30,1
Botafogo-RJ,RJ,Corinthians-SP,SP,2,1,2017,30,1
Sao Paulo-SP,SP,Santos-SP,SP,2,1,2017,31,1
Flamengo-RJ,RJ,Vasco da Gama-RJ,RJ,0,0,2017,31,0
Atletico-PR,PR,Chapecoense-SC,SC,0,0,2017,31,0
Fluminense-RJ,RJ,Bahia-BA,BA,1,1,2017,31,0
Atletico-MG,MG,Botafogo-RJ,RJ,0,0,2017,31,0
Ponte Preta-SP,SP,Corinthians-SP,SP,1,0,2017,31,1
Sport-PE,PE,Coritiba-PR,PR,3,4,2017,31,0
Vitoria-BA,BA,Atletico-GO,GO,1,1,2017,31,0
Avai-SC,SC,Gremio-RS,RS,2,2,2017,31,0
Palmeiras-SP,SP,Cruzeiro-MG,MG,2,2,2017,31,0
Santos-SP,SP,Atletico-MG,MG,3,1,2017,32,1
Botafogo-RJ,RJ,Fluminense-RJ,RJ,1,2,2017,32,0
Atletico-GO,GO,Sao Paulo-SP,SP,0,1,2017,32,0
Coritiba-PR,PR,Avai-SC,SC,4,0,2017,32,1
Corinthians-SP,SP,Palmeiras-SP,SP,3,2,2017,32,1
Gremio-RS,RS,Flamengo-RJ,RJ,3,1,2017,32,1
Cruzeiro-MG,MG,Atletico-PR,PR,1,0,2017,32,1
Bahia-BA,BA,Ponte Preta-SP,SP,2,0,2017,32,1
Chapecoense-SC,SC,Sport-PE,PE,1,1,2017,32,0
Vasco da Gama-RJ,RJ,Vitoria-BA,BA,1,1,2017,32,0
Ponte Preta-SP,SP,Gremio-RS,RS,0,1,2017,33,0
Avai-SC,SC,Bahia-BA,BA,1,2,2017,33,0
Sport-PE,PE,Botafogo-RJ,RJ,1,2,2017,33,0
Atletico-PR,PR,Corinthians-SP,SP,0,1,2017,33,0
Flamengo-RJ,RJ,Cruzeiro-MG,MG,2,0,2017,33,1
Santos-SP,SP,Vasco da Gama-RJ,RJ,1,2,2017,33,0
Vitoria-BA,BA,Palmeiras-SP,SP,3,1,2017,33,1
Sao Paulo-SP,SP,Chapecoense-SC,SC,2,2,2017,33,0
Atletico-MG,MG,Atletico-GO,GO,3,2,2017,33,1
Fluminense-RJ,RJ,Coritiba-PR,PR,2,2,2017,33,0
Botafogo-RJ,RJ,Atletico-PR,PR,0,1,2017,34,0
Corinthians-SP,SP,Avai-SC,SC,1,0,2017,34,1
Gremio-RS,RS,Vitoria-BA,BA,1,1,2017,34,0
Vasco da Gama-RJ,RJ,Sao Paulo-SP,SP,1,1,2017,34,0
Atletico-GO,GO,Sport-PE,PE,2,0,2017,34,1
Palmeiras-SP,SP,Flamengo-RJ,RJ,2,0,2017,34,1
Bahia-BA,BA,Atletico-MG,MG,2,2,2017,34,0
Cruzeiro-MG,MG,Fluminense-RJ,RJ,3,1,2017,34,1
Coritiba-PR,PR,Ponte Preta-SP,SP,1,1,2017,34,0
Chapecoense-SC,SC,Santos-SP,SP,2,0,2017,34,1
Ponte Preta-SP,SP,Atletico-PR,PR,2,1,2017,35,1
Gremio-RS,RS,Sao Paulo-SP,SP,1,0,2017,35,1
Cruzeiro-MG,MG,Avai-SC,SC,2,2,2017,35,0
Vasco da Gama-RJ,RJ,Atletico-MG,MG,1,1,2017,35,0
Corinthians-SP,SP,Fluminense-RJ,RJ,3,1,2017,35,1
Chapecoense-SC,SC,Vitoria-BA,BA,2,1,2017,35,1
Botafogo-RJ,RJ,Atletico-GO,GO,1,2,2017,35,0
Palmeiras-SP,SP,Sport-PE,PE,5,1,2017,35,1
Coritiba-PR,PR,Flamengo-RJ,RJ,1,0,2017,35,1
Bahia-BA,BA,Santos-SP,SP,3,1,2017,35,1
Flamengo-RJ,RJ,Corinthians-SP,SP,3,0,2017,36,1
Sao Paulo-SP,SP,Botafogo-RJ,RJ,0,0,2017,36,0
Vitoria-BA,BA,Cruzeiro-MG,MG,1,1,2017,36,0
Atletico-GO,GO,Chapecoense-SC,SC,1,1,2017,36,0
Sport-PE,PE,Bahia-BA,BA,1,0,2017,36,1
Atletico-PR,PR,Vasco da Gama-RJ,RJ,3,1,2017,36,1
Santos-SP,SP,Gremio-RS,RS,1,0,2017,36,1
Atletico-MG,MG,Coritiba-PR,PR,3,0,2017,36,1
Fluminense-RJ,RJ,Ponte Preta-SP,SP,2,0,2017,36,1
Avai-SC,SC,Palmeiras-SP,SP,2,1,2017,36,1
Fluminense-RJ,RJ,Sport-PE,PE,1,2,2017,37,0
Gremio-RS,RS,Atletico-GO,GO,1,1,2017,37,0
Avai-SC,SC,Atletico-PR,PR,1,0,2017,37,1
Corinthians-SP,SP,Atletico-MG,MG,2,2,2017,37,0
Cruzeiro-MG,MG,Vasco da Gama-RJ,RJ,0,1,2017,37,0
Coritiba-PR,PR,Sao Paulo-SP,SP,1,2,2017,37,0
Ponte Preta-SP,SP,Vitoria-BA,BA,2,3,2017,37,0
Bahia-BA,BA,Chapecoense-SC,SC,0,1,2017,37,0
Flamengo-RJ,RJ,Santos-SP,SP,1,2,2017,37,0
Palmeiras-SP,SP,Botafogo-RJ,RJ,2,0,2017,37,1
Botafogo-RJ,RJ,Cruzeiro-MG,MG,2,2,2017,38,0
Vasco da Gama-RJ,RJ,Ponte Preta-SP,SP,2,1,2017,38,1
Santos-SP,SP,Avai-SC,SC,1,1,2017,38,0
Sao Paulo-SP,SP,Bahia-BA,BA,1,1,2017,38,0
Atletico-MG,MG,Gremio-RS,RS,4,3,2017,38,1
Atletico-PR,PR,Palmeiras-SP,SP,3,0,2017,38,1
Sport-PE,PE,Corinthians-SP,SP,1,0,2017,38,1
Vitoria-BA,BA,Flamengo-RJ,RJ,1,2,2017,38,0
Atletico-GO,GO,Fluminense-RJ,RJ,1,1,2017,38,0
Chapecoense-SC,SC,Coritiba-PR,PR,2,1,2017,38,1
Cruzeiro-MG,MG,Gremio-RS,RS,0,1,2018,1,0
Vitoria-BA,BA,Flamengo-RJ,RJ,2,2,2018,1,0
Santos-SP,SP,Ceara-CE,CE,2,0,2018,1,1
America-MG,MG,Sport-PE,PE,3,0,2018,1,1
Vasco da Gama-RJ,RJ,Atletico-MG,MG,2,1,2018,1,1
Corinthians-SP,SP,Fluminense-RJ,RJ,2,1,2018,1,1
Internacional-RS,RS,Bahia-BA,BA,2,0,2018,1,1
Atletico-PR,PR,Chapecoense-SC,SC,5,1,2018,1,1
Botafogo-RJ,RJ,Palmeiras-SP,SP,1,1,2018,1,0
Sao Paulo-SP,SP,Parana-PR,PR,1,0,2018,1,1
Bahia-BA,BA,Santos-SP,SP,1,0,2018,2,1
Flamengo-RJ,RJ,America-MG,MG,2,0,2018,2,1
Parana-PR,PR,Corinthians-SP,SP,0,4,2018,2,0
Chapecoense-SC,SC,Vasco da Gama-RJ,RJ,1,1,2018,2,0
Fluminense-RJ,RJ,Cruzeiro-MG,MG,1,0,2018,2,1
Ceara-CE,CE,Sao Paulo-SP,SP,0,0,2018,2,0
Palmeiras-SP,SP,Internacional-RS,RS,1,0,2018,2,1
Atletico-MG,MG,Vitoria-BA,BA,2,1,2018,2,1
Gremio-RS,RS,Atletico-PR,PR,0,0,2018,2,0
Sport-PE,PE,Botafogo-RJ,RJ,1,1,2018,2,0
Botafogo-RJ,RJ,Gremio-RS,RS,2,1,2018,3,1
Palmeiras-SP,SP,Chapecoense-SC,SC,0,0,2018,3,0
Ceara-CE,CE,Flamengo-RJ,RJ,0,3,2018,3,0
Bahia-BA,BA,Atletico-PR,PR,0,0,2018,3,0
Fluminense-RJ,RJ,Sao Paulo-SP,SP,1,1,2018,3,0
Parana-PR,PR,Sport-PE,PE,1,2,2018,3,0
Atletico-MG,MG,Corinthians-SP,SP,1,0,2018,3,1
Internacional-RS,RS,Cruzeiro-MG,MG,0,0,2018,3,0
America-MG,MG,Vitoria-BA,BA,2,1,2018,3,1
Santos-SP,SP,Vasco da Gama-RJ,RJ,1,1,2018,3,0
Vasco da Gama-RJ,RJ,America-MG,MG,4,1,2018,4,1
Sao Paulo-SP,SP,Atletico-MG,MG,2,2,2018,4,0
Corinthians-SP,SP,Ceara-CE,CE,1,1,2018,4,0
Flamengo-RJ,RJ,Internacional-RS,RS,2,0,2018,4,1
Vitoria-BA,BA,Fluminense-RJ,RJ,1,2,2018,4,0
Atletico-PR,PR,Palmeiras-SP,SP,1,3,2018,4,0
Cruzeiro-MG,MG,Botafogo-RJ,RJ,1,0,2018,4,1
Sport-PE,PE,Bahia-BA,BA,2,0,2018,4,1
Gremio-RS,RS,Santos-SP,SP,5,1,2018,4,1
Chapecoense-SC,SC,Parana-PR,PR,1,1,2018,4,0
Gremio-RS,RS,Internacional-RS,RS,0,0,2018,5,0
Cruzeiro-MG,MG,Sport-PE,PE,2,0,2018,5,1
Atletico-PR,PR,Atletico-MG,MG,1,2,2018,5,0
Chapecoense-SC,SC,Flamengo-RJ,RJ,3,2,2018,5,1
Bahia-BA,BA,Sao Paulo-SP,SP,2,2,2018,5,0
Vasco da Gama-RJ,RJ,Vitoria-BA,BA,2,3,2018,5,0
Corinthians-SP,SP,Palmeiras-SP,SP,1,0,2018,5,1
Santos-SP,SP,Parana-PR,PR,3,1,2018,5,1
Ceara-CE,CE,America-MG,MG,2,2,2018,5,0
Botafogo-RJ,RJ,Fluminense-RJ,RJ,2,1,2018,5,1
Atletico-MG,MG,Cruzeiro-MG,MG,1,0,2018,6,1
Flamengo-RJ,RJ,Vasco da Gama-RJ,RJ,1,1,2018,6,0
Palmeiras-SP,SP,Bahia-BA,BA,3,0,2018,6,1
Vitoria-BA,BA,Ceara-CE,CE,2,1,2018,6,1
Parana-PR,PR,Gremio-RS,RS,0,0,2018,6,0
America-MG,MG,Botafogo-RJ,RJ,1,0,2018,6,1
Sao Paulo-SP,SP,Santos-SP,SP,1,0,2018,6,1
Sport-PE,PE,Corinthians-SP,SP,1,1,2018,6,0
Fluminense-RJ,RJ,Atletico-PR,PR,2,0,2018,6,1
Internacional-RS,RS,Chapecoense-SC,SC,3,0,2018,6,1
Fluminense-RJ,RJ,Chapecoense-SC,SC,3,1,2018,7,1
Palmeiras-SP,SP,Sport-PE,PE,2,3,2018,7,0
Atletico-MG,MG,Flamengo-RJ,RJ,0,1,2018,7,0
Parana-PR,PR,Atletico-PR,PR,0,0,2018,7,0
Santos-SP,SP,Cruzeiro-MG,MG,0,1,2018,7,0
Internacional-RS,RS,Corinthians-SP,SP,2,1,2018,7,1
Botafogo-RJ,RJ,Vitoria-BA,BA,1,1,2018,7,0
Bahia-BA,BA,Vasco da Gama-RJ,RJ,3,0,2018,7,1
Ceara-CE,CE,Gremio-RS,RS,0,1,2018,7,0
America-MG,MG,Sao Paulo-SP,SP,1,3,2018,7,0
Sport-PE,PE,Atletico-MG,MG,3,2,2018,8,1
Vitoria-BA,BA,Internacional-RS,RS,2,3,2018,8,0
